ID,Name,Name_gr,Category,Subcategory,Image_url,In stock,Variation,Dimension
123,Purple Ribbed Metal Planter with Handles,Μωβ Μεταλλική γλαστρούλα με Λαβές,Vases & Floral Decor,Empty Pots,https://res.cloudinary.com/dneybsroj/image/upload/11D33ACF-B010-40CA-9219-DF0ACAFB60ED_jebzoc.png,Yes,,
